Student_ID,Gender,Age,Course,City,Attendance,Study_Hours,Assignment_Score,Project_Score,Aptitude_Score,Communication_Score,Internship,Backlogs,Placement,Package_LPA
STU989,Female,24,MCA,Mumbai,87.3,5.0,78.9,98.8,67.1,68.0,No,0,Not Placed,0.0
STU990,Male,18,MCA,Hyderabad,93.7,4.6,83.9,61.7,73.5,54.1,No,0,Not Placed,0.0
STU991,Male,24,BCA,Noida,85.9,6.2,76.6,85.1,55.4,66.1,No,0,Placed,5.96
STU992,Female,24,MCA,Hyderabad,77.0,8.6,86.2,91.9,73.6,60.2,No,1,Not Placed,0.0
STU993,Male,25,BSc,Noida,92.2,8.4,83.8,95.1,73.1,69.3,Yes,0,Placed,7.65
STU994,Female,22,BCA,Bengaluru,79.6,1.8,84.5,84.2,59.7,47.9,No,0,Not Placed,0.0
STU995,Female,18,BTech,Hyderabad,85.9,6.5,89.9,83.7,73.7,57.2,No,0,Placed,5.84
STU996,Female,20,MCA,Delhi,56.5,4.7,63.7,84.0,60.0,83.0,No,1,Not Placed,0.0
STU997,Female,21,MCA,Delhi,74.8,7.2,72.4,100,67.7,43.3,Yes,0,Not Placed,0.0
STU998,Male,22,MCA,Pune,64.8,4.9,79.8,94.5,68.5,41.6,No,0,Placed,6.4
STU999,Male,22,BCA,Mumbai,91.2,6.2,75.2,100,70.6,83.1,No,0,Placed,7.42
STU1000,Female,18,BTech,Hyderabad,88.7,7.4,71.3,96.8,77.4,48.9,No,0,Not Placed,0.0
